ENERGY STAR Unique ID,Brand Name,Model Number,Commercial Versus Residential,Indoor and Outdoor,Technology,Fixture Type,Total Light Output (lumens),Total Input Power (Watts),Energy Efficiency - Measured at the Source (lumens/Watt),Energy Efficiency - Measured Outside the Fixture (lumens/Watt),Appearance/Correlated Color Temperature (K),Color Quality (CRI),Light Source Life (hrs),Light Sources Per Fixture,Special Features,Date Available On Market,Date Certified,Markets
2168021,NUVO,60-561,Residential,Indoor and Outdoor,Fluorescent,Ceiling Mount,800,13,66,N/A,2700,82,10000,1,Non-Dimmable,01/01/2011,01/11/2013,United States and Europe and Canada
2173997,NUVO,60-918,Residential,Indoor,Fluorescent,Ceiling Mount,1200,54,68,N/A,2700,81,10000,3,Non-Dimmable,01/01/2011,02/28/2013,United States and Europe and Canada
2168670,NUVO,60-927R,Residential,Indoor,Fluorescent,Wrapped Lens,8340,91,78,N/A,3000,80,10000,3,Non-Dimmable,01/01/2012,01/15/2013,United States and Europe and Canada
2168676,NUVO,60-912R,Residential,Indoor,Fluorescent,Wrapped Lens,5560,60.9,78,N/A,3000,80,10000,2,Non-Dimmable,01/01/2012,01/15/2013,United States and Europe and Canada
2168677,NUVO,60-914R,Residential,Indoor,Fluorescent,Wrapped Lens,2460,34,65,N/A,3000,80,10000,2,Non-Dimmable,01/01/2012,01/15/2013,United States and Europe and Canada
2168684,NUVO,60-933,Residential,Indoor,Fluorescent,Wall Sconces,800,13,66,N/A,2700,82,10000,1,Non-Dimmable,01/01/2011,01/15/2013,United States and Europe and Canada
2236189,Standard,63221,Residential and Commercial,Indoor,LED,Downlight Recessed,720,11.8,N/A,62,2700,96,42000,1,Continuous Dimming- Type IC Airtight,04/01/2015,04/13/2015,United States and Canada
2251211,Standard,63773-LED/WP/18W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,1746,20,N/A,91,4000,N/A,36000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251212,Standard,63774-LED/WP/18W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,1746,20,N/A,91,4000,N/A,36000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251209,Standard,63771-LED/WP/18W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,1746,20,N/A,91,4000,N/A,36000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251210,Standard,63772-LED/WP/18W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,1746,20,N/A,91,4000,N/A,36000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251206,Standard,63776-LED/WP/30W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,2834,30,N/A,92,4000,N/A,50000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251207,Standard,63777-LED/WP/30W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,2834,30,N/A,92,4000,N/A,50000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251205,Standard,63775-LED/WP/30W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,2834,30,N/A,92,4000,N/A,50000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2251208,Standard,63778-LED/WP/30W/40K,Residential and Commercial,Outdoor,LED,Outdoor Porch Wall Mount,2834,30,N/A,92,4000,N/A,50000,N/A,Non-Dimmable,07/25/2015,10/12/2015,United States and Canada
2209790,Lithonia Lighting,6BPMW HL LED 27K 90C,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,844,15.9,N/A,53.1,3000,93,36000,1,Continuous Dimming,04/03/2014,04/03/2014,United States and Canada
2209789,Lithonia Lighting,6BPMW LED 30K 90CRI,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,568,11.1,N/A,51.1,2700,93,36000,1,Continuous Dimming,04/03/2014,04/02/2014,United States and Canada
2192373,Green Creative,12DL6G3DIM/827,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,750,12,N/A,65.5,2700,80,35000,1,Continuous Dimming- Type Non-IC,09/30/2013,09/17/2014,United States
2251650,NICOR LED,CDL6-220-UNV-27K-XX,N/A,Indoor,LED,Downlight Recessed,1565,22.4,N/A,69.8,2700,90,50000,N/A,#NAME?,10/29/2015,11/03/2015,United States and Canada
2251684,NICOR LED,CDL6-230-UNV-27K-XX,N/A,Indoor,LED,Downlight Recessed,2298,35.6,N/A,64.5,2700,90,50000,N/A,#NAME?,10/29/2015,11/03/2015,United States and Canada
2179449,Lithonia Lighting,4G1,Residential,Indoor,LED,Downlight Solid State Retrofit,415,7.9,N/A,52.3,3000,83,26000,1,Continuous Dimming- Type Non-IC,05/16/2013,05/08/2013,United States and Canada
2253660,Nora Lighting,NRMC-5XL8527YY,N/A,Indoor,LED,Downlight Solid State Retrofit,988,15.9,N/A,62.2,2700,87,42000,N/A,#NAME?,11/01/2015,11/25/2015,United States and Canada
2180369,SYLVANIA ; OSRAM,700lm 2700K/ 700lm 3,Residential and Commercial,Indoor,LED,Downlight Recessed,726,10.3,N/A,70.8,2700,82,50000,22,Continuous Dimming- Type Non-IC,04/01/2013,05/10/2013,United States and Canada
2216539,GE Lighting,LED13RS6/827E26P,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,13,N/A,83.8,2700,82,50000,N/A,Continuous Dimming,07/01/2014,07/23/2014,United States
2216538,GE Lighting,LED13RS6/830E26P,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,1000,13,N/A,83.8,3000,82,50000,N/A,Continuous Dimming,07/01/2014,07/23/2014,United States
2251353,Brownlee Lighting,7025-B36LED-ES,Residential,Indoor,LED,Wall Sconces,1426,35.4,120.2,N/A,3500,82,54000,6,N/A,01/01/2013,10/27/2015,United States and Canada
2182925,Sylvania,70699 LED/RT6/700/82,Residential and Commercial,Indoor,LED,Downlight Recessed,700,10,N/A,70.8,2700,82,50000,1,Continuous Dimming- Type Non-IC,04/01/2013,06/10/2013,United States and Canada
2239564,Feit Electric Compan,71951,Residential,Indoor,LED,N/A,470,9,N/A,57.1,4000,82,35000,N/A,Step Dimming,04/17/2015,05/18/2015,United States
2234005,FEIT ELECTRIC,73991,Residential,Indoor,LED,Inseparable SSL - Other,3700,38,N/A,97.2,4000,82,50000,1,Non-Dimmable,03/05/2015,02/26/2015,United States and Canada
2234004,FEIT ELECTRIC,73987,Residential,Indoor,LED,Inseparable SSL - Other,1650,19,N/A,96.8,4000,82,50000,1,Non-Dimmable,03/05/2015,02/26/2015,United States
2234007,FEIT ELECTRIC,73992,Residential,Indoor,LED,Inseparable SSL - Other,1850,19,N/A,101.3,4000,82,50000,1,Non-Dimmable,03/05/2015,02/26/2015,United States and Canada
2224215,Brownlee,2045-19-C37LED-ES,Residential,Indoor and Outdoor,LED,Ceiling Mount,3634,37,98.7,N/A,3500,84,54000,3,Non-Dimmable,08/01/2014,10/31/2014,United States and Canada
2168083,Sea Gull Lighting,75943BLE-15,Residential,Indoor,Fluorescent,Ceiling Mount,2700,39,66,N/A,2700,83,10000,3,Non-Dimmable,01/01/2009,06/04/2012,United States and Canada
2166013,NA,814LED-PAR30,Residential and Commercial,Indoor,LED,Downlight Recessed,1048,21.2,N/A,49.5,2700,86,50000,N/A,Non-Dimmable,08/19/2010,01/07/2013,United States and Europe and Canada
2168660,Quorum International,87449-4-65,Residential,Indoor,Fluorescent,Ceiling Mount,6362,32,65,N/A,3000,80,10000,4,Non-Dimmable,03/01/2012,01/15/2013,United States and Canada
2168665,Quorum International,82049-2-6,Residential,Indoor,Fluorescent,Ceiling Mount,3520,32,65,N/A,3000,80,10000,2,Non-Dimmable,03/01/2012,01/15/2013,United States and Canada
2180150,Maxim Lighting,85842MROI,Residential,Indoor,Fluorescent,Ceiling Mount,900,39,70.8,N/A,2700,82,10000,3,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180145,Maxim Lighting,82698MRO1,Residential,Indoor,Fluorescent,Chandelier,900,13,70.8,N/A,2700,82,10000,5,Non-Dimmable,01/01/2011,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180151,Maxim Lighting,82686MRSN,Residential,Indoor,Fluorescent,Wall Sconces,900,13,70.8,N/A,2700,82,10000,1,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180153,Maxim Lighting,82688MRSN,Residential,Indoor,Fluorescent,Bath Vanity,900,39,70.8,N/A,2700,82,10000,3,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179277,Maxim Lighting,86194WTABZ,Residential,Outdoor,Fluorescent,Porch (wall mounted),N/A,18,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180154,Maxim Lighting,85881WTWT,Residential,Indoor,Fluorescent,Ceiling Mount,900,26,70.8,N/A,2700,82,10000,2,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180099,Maxim Lighting,82697MROI,Residential,Indoor,Fluorescent,Chandelier,2700,39,70.8,N/A,2700,82,10000,3,Non-Dimmable,04/09/2012,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180147,Maxim Lighting,85128ICSN,Residential,Indoor,Fluorescent,Chandelier,900,117,70.8,N/A,2700,82,10000,9,Non-Dimmable,01/10/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180155,Maxim Lighting,82687MRSN,Residential,Indoor,Fluorescent,Bath Vanity,900,26,70.8,N/A,2700,82,10000,2,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180157,Maxim Lighting,83099FTSN,Residential,Indoor,Fluorescent,Wall Sconces,900,26,70.8,N/A,2700,82,10000,2,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2180152,Maxim Lighting,82689MRSN,Residential,Indoor,Fluorescent,Bath Vanity,900,52,70.8,N/A,2700,82,10000,4,Non-Dimmable,01/01/2010,05/09/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179285,Maxim Lighting,85188LTET,Residential,Outdoor,Fluorescent,Porch (wall mounted),N/A,26,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179279,Maxim Lighting,85650CDWSBZ,Residential,Outdoor,Fluorescent,Other,N/A,26,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179281,Maxim Lighting,85199FCCH,Residential,Outdoor,Fluorescent,Other,N/A,26,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179268,Maxim Lighting,86924BK,Residential,Outdoor,Fluorescent,Porch (wall mounted),N/A,13,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179269,Maxim Lighting,85051HOBU,Residential,Outdoor,Fluorescent,Porch (wall mounted),N/A,26,N/A,N/A,N/A,N/A,10000,2,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179276,Maxim Lighting,85213WTBM,Residential,Outdoor,Fluorescent,Pendant,N/A,18,N/A,N/A,N/A,N/A,10000,1,Non-Dimmable,04/09/2013,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179278,Maxim Lighting,85469SFSE,Residential,Outdoor,Fluorescent,Ceiling Mount,N/A,13,N/A,N/A,N/A,N/A,10000,2,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2179274,Maxim Lighting,87920BK,Residential,Outdoor,Fluorescent,Ceiling Mount,N/A,13,N/A,N/A,N/A,N/A,10000,2,Non-Dimmable,04/09/2012,04/30/2013,United States and Australia and New Zealand and Switzerland and Europe and Taiwan and Japan and Canada
2203709,Oxygen,2-6182-2-xx,Residential,Indoor,Fluorescent,Ceiling Mount,1309,19,68.8,N/A,2700,84,10000,1,Non-Dimmable,12/15/2010,02/06/2014,United States and Canada
2211673,Sunlite,89085-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,780,18,N/A,48.1,3000,83,50000,12,Continuous Dimming- Type IC Airtight,04/01/2014,05/20/2014,United States
2211674,Sunlite,89086-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,1200,24,N/A,53.1,3000,82,50000,16,Continuous Dimming- Type IC Airtight,04/01/2014,05/20/2014,United States
2211672,Sunlite,89087-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,1300,21,N/A,62.1,3000,83,50000,20,Continuous Dimming- Type IC Airtight,04/01/2014,05/20/2014,United States
2211671,Sunlite,89088-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,2000,33,N/A,67.4,3000,83,50000,24,Continuous Dimming- Type IC Airtight,04/01/2014,05/19/2014,United States
2211676,Sunlite,89079-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,2000,33,N/A,69.5,3000,83,50000,24,Continuous Dimming- Type IC Airtight,04/01/2014,05/20/2014,United States
2211675,Sunlite,89077-SU,Residential and Commercial,Indoor,LED,Downlight Recessed,1200,24,N/A,52.1,3000,83,50000,16,Continuous Dimming- Type IC Airtight,04/01/2014,05/20/2014,United States
2241671,Green Creative,8TRSG4DIM/840/NF30/B,Residential and Commercial,Indoor and Outdoor,LED,Accent Light Line-voltage,600,8.8,N/A,91.1,4000,83,40000,6,Continuous Dimming,03/31/2015,05/29/2015,United States and Canada
2180370,SYLVANIA ; OSRAM,900lm 2700K/ 900lm 3,Residential and Commercial,Indoor,LED,Downlight Recessed,879,12.5,N/A,70.3,2700,82,50000,27,Continuous Dimming- Type Non-IC,04/01/2013,05/10/2013,United States and Canada
2168058,SATCO PRODUCTS,90-2615,Residential,Indoor,Fluorescent,Ceiling Mount,800,13,68,N/A,2700,81,10000,1,Non-Dimmable,11/01/2011,01/11/2013,United States and Canada
2168057,SATCO PRODUCTS,90-2631,Residential,Indoor,Fluorescent,Ceiling Mount,1200,17,72,N/A,2700,83,10000,1,Non-Dimmable,11/01/2011,01/11/2013,United States and Canada
2170768,Hampton Bay,16031KIT-BK,Residential,Indoor,LED,Accent Light Line-voltage,264,5.7,N/A,46,3000,80,25000,N/A,Non-Dimmable,05/24/2012,05/23/2012,United States and Canada
2170769,Hampton Bay,16033KIT-BK,Residential,Indoor,LED,Accent Light Line-voltage,818,17.1,N/A,47.8,3000,80,25000,N/A,Non-Dimmable,05/24/2012,05/23/2012,United States and Canada
2212439,GE Lighting,LED10RS4/827E26P,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,700,10,N/A,75,2700,81,50000,N/A,Continuous Dimming,05/15/2014,06/06/2014,United States
2212441,GE Lighting,LED10RS4/830E26P,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,700,10,N/A,75,3000,81,50000,N/A,Continuous Dimming,05/15/2014,06/06/2014,United States
2212440,GE Lighting,LED10RS4/827GUP,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,700,10,N/A,75,2700,81,50000,N/A,Continuous Dimming,05/15/2014,06/06/2014,United States
2212442,GE Lighting,LED10RS4/830GUP,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,700,10,N/A,75,3000,81,50000,N/A,Continuous Dimming,05/15/2014,06/06/2014,United States
2192606,Sea Gull Lighting,65437BLE-XXX,Residential,Indoor,Fluorescent,Decorative Pendant,1250,18,74.1,N/A,2700,82,10000,1,Non-Dimmable,11/01/2013,09/24/2013,United States and Canada
2192296,Sea Gull Lighting,77436BLE-xxx,Residential,Indoor,Fluorescent,Close to Ceiling Mount,1250,18,74.1,N/A,2700,82,10000,1,Non-Dimmable,01/01/2009,10/02/2013,United States and Canada
2237923,Lytecaster,L3NZ10U / L308835xx,Commercial,Indoor,LED,Downlight Recessed,740,12,N/A,61.8,3500,82,55000,N/A,Continuous Dimming- Type Non-IC,04/17/2015,04/17/2015,United States and Canada
2238024,Lytecaster,L3NZ10U / L308xxxxxx,Commercial,Indoor,LED,Downlight Recessed,546,11.8,N/A,46.4,2700,97,55000,N/A,Continuous Dimming- Type Non-IC,04/17/2015,04/17/2015,United States and Canada
2171075,Progress Lighting,P2602xxxxxx,Residential,Indoor,Fluorescent,Ceiling Fan Light Kit,1800,26,71,N/A,2700,82,10000,2,Non-Dimmable,04/01/2012,07/20/2012,United States
2254447,LyteSpan,LLAV2030WH / LLAV11R,N/A,Indoor,LED,Accent Light Line-voltage,1787,26.1,N/A,68.3,3000,81,55000,1,N/A,12/18/2015,12/08/2015,United States and Canada
2254446,LyteSpan,LLAV2040BK / LLAV11R,N/A,Indoor,LED,Accent Light Line-voltage,1850,28.6,N/A,64.6,4000,80,55000,1,N/A,12/18/2015,12/08/2015,United States and Canada
2170662,All Pro,MS185,Residential,Outdoor,Halogen,Security,N/A,200,N/A,N/A,N/A,N/A,3000,2,Non-Dimmable- Meets Motion Sensor Requir,08/01/2012,06/22/2012,United States and Canada
2170707,All Pro,MST18920LES,Residential,Outdoor,LED,Security,2236,30.7,72.8,N/A,N/A,N/A,35000,1,Non-Dimmable,09/15/2012,09/11/2012,United States and Canada
2182434,Teron,EE-L25.0-120V-30K,Residential,Indoor,LED,Ceiling Mount,2165,25,95.5,N/A,3000,85,35000,72,Continuous Dimming,10/25/2012,05/15/2013,United States and Canada
2168155,Seagull Lighting,69191BLE-71,Residential,Outdoor,Fluorescent,Pendant,1800,27,67,N/A,N/A,N/A,10000,3,Non-Dimmable,01/01/2009,06/11/2012,United States and Canada
2170752,Alkco,523-000027-54??????,Residential and Commercial,Indoor,LED,Under Cabinet Shelf Mounted Task Light,211,6.5,N/A,32.3,3000,85,35000,N/A,Continuous Dimming,05/15/2011,08/14/2012,United States and Canada
2170753,Alkco,523-000027-55??????,Residential and Commercial,Indoor,LED,Under Cabinet Shelf Mounted Task Light,404,12.5,N/A,32.3,3000,85,35000,N/A,Continuous Dimming,05/15/2011,08/14/2012,United States and Canada
2170754,Alkco,523-000027-56,Residential and Commercial,Indoor,LED,Under Cabinet Shelf Mounted Task Light,788,24.4,N/A,32.3,3000,85,35000,N/A,Continuous Dimming,05/15/2011,08/14/2012,United States and Canada
2175555,Kichler Lighting,43074 FL,Residential,Indoor,Fluorescent,Chandelier,900,13,70.8,N/A,2700,82,10000,5,Non-Dimmable,02/28/2013,03/18/2013,United States and Canada
2205855,Sea Gull Lighting,3150408BLE-XXX,Residential,Indoor,Fluorescent,Chandelier,7200,104,65.6,N/A,2700,83,10000,8,Non-Dimmable,11/01/2013,03/10/2014,United States and Canada
2168105,Sea Gull Lighting,61160BLE-05,Residential,Indoor,Fluorescent,Decorative Pendant,900,13,66,N/A,2700,83,10000,1,Non-Dimmable,01/01/2009,06/08/2012,United States and Canada
2195445,AFX Lighting,AMC117R8,Residential,Indoor,Fluorescent,Other,1250,20,65,N/A,3000,80,10000,1,Non-Dimmable,01/21/2010,11/22/2013,United States and Canada
2203833,Progress Lighting,P2069-xxWBxx,Residential,Indoor,Fluorescent,Bath Vanity,4000,65,67,N/A,2700,82,10000,5,Non-Dimmable,01/15/2014,02/11/2014,United States and Canada
2171098,Progress Lighting,P3547xxxxxx,Residential,Indoor,Fluorescent,Ceiling Mount,1600,26,67,N/A,2700,82,10000,2,Non-Dimmable,11/01/2012,10/08/2012,United States and Canada
2182639,Elite Lighting,B6-GU24-IC-AT,Residential and Commercial,Indoor,Fluorescent,Downlight Recessed,1250,18,N/A,74.1,2700,82,10000,N/A,Non-Dimmable- Type IC Airtight,01/01/2013,06/06/2013,United States and Canada
2182638,Elite Lighting,B6-GU24-IC-AT,Residential and Commercial,Indoor,Fluorescent,Downlight Recessed,1380,18,N/A,80,2700,82,10000,N/A,Non-Dimmable- Type IC Airtight,01/01/2013,06/06/2013,United States and Canada
2187085,Alva,Betty In Acrylic,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,924,9.6,N/A,96.7,2700,81,36000,N/A,Continuous Dimming,06/20/2013,10/21/2013,United States and Canada
2186732,Alva,Betty in Resin,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,703,9.6,N/A,73.5,2700,83,36000,N/A,Continuous Dimming,06/20/2013,10/21/2014,United States and Canada
2207436,Sea Gull Lighting,8524401BLE-xxx,Residential,Outdoor,Fluorescent,Porch (wall mounted),1250,18,74.1,N/A,N/A,N/A,10000,1,Non-Dimmable,11/01/2013,03/31/2014,United States and Canada
2182221,Access Lighting,C20301SSFSTEN1118BS,Residential,Outdoor,Fluorescent,Porch (wall mounted),1200,18,72,N/A,N/A,N/A,10000,1,Non-Dimmable,07/01/2012,06/03/2013,United States and Canada
2168159,Access Lighting,C20330XXXFSTEN1126BS,Residential,Outdoor,Fluorescent,Porch (wall mounted),1708,24,71,N/A,N/A,N/A,10000,1,Non-Dimmable,07/01/2012,01/11/2013,United States and Canada
2168158,Access Lighting,C20330XXXFSTEN1218BS,Residential,Outdoor,Fluorescent,Porch (wall mounted),2516,36,72,N/A,N/A,N/A,10000,2,Non-Dimmable,07/01/2012,06/06/2013,United States and Canada
